step,node_index,x,y,step_distance,cumulative_distance
0,0,52.363599,87.186678,0.0,0.0
1,618,59.210396,89.995095,7.400395,7.400395
2,979,63.168664,86.391916,5.352643,12.753038
3,219,113.245306,100.926212,52.143224,64.896262
4,634,141.866832,112.105584,30.727351,95.623613
5,797,131.940207,139.642665,29.271636,124.895249
6,732,88.616441,154.323017,45.74343,170.63868
7,547,55.145657,107.956641,57.185087,227.823766
8,440,22.852944,133.276185,41.035334,268.8591
9,171,32.2911,146.409185,16.172646,285.031746
10,157,42.594606,139.222655,12.562184,297.59393
11,257,43.505208,152.236608,13.045772,310.639701
12,224,0.3484,209.655845,71.829513,382.469215
13,379,39.513209,243.376002,51.681053,434.150267
14,80,85.100029,317.028203,86.618733,520.769
15,653,103.049286,312.004175,18.639116,539.408117
16,397,118.702062,302.649607,18.235059,557.643175
17,413,141.424174,334.141628,38.833513,596.476688
18,377,158.461934,333.038439,17.073439,613.550127
19,796,159.468922,342.556502,9.571183,623.12131
20,300,155.766526,350.182071,8.476853,631.598163
21,934,168.039489,340.674487,15.524812,647.122975
22,325,188.435794,349.090146,22.064283,669.187257
23,789,194.098928,342.750331,8.500844,677.688101
24,485,202.676815,330.573911,14.894473,692.582574
25,494,210.949124,328.539193,8.518872,701.101447
26,935,227.732319,340.101706,20.380563,721.482009
27,418,230.784826,358.413092,18.564069,740.046079
28,680,265.211619,335.871023,41.150322,781.1964
29,41,256.362347,352.04753,18.438791,799.635191
30,855,279.679699,358.308107,24.143192,823.778383
31,876,283.876309,317.87847,40.646857,864.425241
32,604,296.183529,299.413292,22.190775,886.616016
33,672,301.240007,284.15368,16.075563,902.691578
34,912,313.725934,293.50752,15.601048,918.292626
35,927,314.346194,333.649822,40.147094,958.43972
36,843,324.207936,318.939809,17.70984,976.14956
37,586,337.867857,315.87515,13.999485,990.149045
38,73,340.080851,271.751388,44.179222,1034.328267
39,951,328.447017,245.269592,28.924586,1063.252852
40,869,324.420303,240.082311,6.566758,1069.81961
41,32,351.913683,229.129764,29.594666,1099.414276
42,845,381.283751,196.798204,43.679866,1143.094142
43,423,387.39922,178.385327,19.401881,1162.496023
44,278,421.374989,177.202284,33.99636,1196.492383
45,603,438.057888,171.038574,17.785118,1214.277501
46,907,440.769195,173.565873,3.706538,1217.984039
47,613,459.720759,168.341406,19.658506,1237.642545
48,808,643.127889,67.419304,209.340502,1446.983047
49,199,634.905552,70.608483,8.819166,1455.802212
50,760,659.631628,80.653059,26.68843,1482.490643
51,173,661.305632,59.62547,21.094117,1503.58476
52,313,665.573412,32.661268,27.299856,1530.884616
53,432,687.275646,5.659697,34.642052,1565.526667
54,946,695.747625,12.485039,10.879326,1576.405993
55,550,717.349393,10.489553,21.69374,1598.099733
56,515,715.36699,18.442083,8.195893,1606.295626
57,39,751.650158,44.129856,44.455933,1650.751559
58,68,791.109158,28.258034,42.531487,1693.283046
59,807,811.829608,43.836937,25.92372,1719.206766
60,783,808.24983,52.906251,9.750244,1728.95701
61,182,814.652198,57.955135,8.153621,1737.110631
62,229,828.067588,64.918532,15.114946,1752.225578
63,995,824.800215,33.344155,31.742984,1783.968561
64,169,851.357228,5.315298,38.612068,1822.580629
65,812,887.479436,40.800899,50.636369,1873.216998
66,56,878.908937,57.159213,18.467482,1891.68448
67,739,862.635134,82.134812,29.809683,1921.494163
68,911,856.767363,117.150211,35.503646,1956.997809
69,609,842.125125,142.413854,29.200116,1986.197925
70,901,844.024637,146.319193,4.342789,1990.540714
71,4,852.086619,159.662397,15.589633,2006.130347
72,496,872.531463,126.96846,38.56015,2044.690496
73,580,886.053543,138.763144,17.943278,2062.633774
74,293,933.294379,140.303151,47.26593,2109.899704
75,878,941.663111,144.527584,9.374514,2119.274218
76,163,936.617665,105.726946,39.127305,2158.401523
77,10,905.398652,92.764561,33.803109,2192.204633
78,209,892.763092,73.592129,22.961697,2215.16633
79,143,910.02413,73.439921,17.261709,2232.428039
80,773,910.160643,70.926654,2.516972,2234.945011
81,767,926.362182,62.011652,18.492353,2253.437364
82,902,919.16341,54.283542,10.561534,2263.998898
83,2,901.198878,38.153666,24.143266,2288.142164
84,144,927.13812,10.956134,37.583907,2325.726071
85,322,976.773705,10.052574,49.643809,2375.36988
86,781,996.876953,48.652285,43.521009,2418.890889
87,439,982.432333,54.15667,15.457855,2434.348744
88,605,954.455948,55.89254,28.030187,2462.378931
89,105,944.221052,51.603918,11.097088,2473.476019
90,76,938.262489,80.361813,29.368708,2502.844727
91,409,977.120537,71.003871,39.968976,2542.813703
92,403,995.13287,77.995746,19.321761,2562.135464
93,913,990.077345,93.162023,15.986691,2578.122156
94,862,968.077237,162.596082,72.836071,2650.958226
95,717,957.056043,174.106162,15.935767,2666.893993
96,167,959.225747,179.796654,6.0901,2672.984093
97,113,954.85463,182.205834,4.991073,2677.975166
98,836,924.448803,164.813239,35.028799,2713.003964
99,694,904.48184,178.24152,24.062385,2737.066349
100,118,891.532629,220.857006,44.53944,2781.605789
101,607,883.784275,225.626543,9.098652,2790.704441
102,572,875.342733,248.075414,23.983566,2814.688007
103,929,877.187033,272.315428,24.310074,2838.998081
104,112,905.463196,275.021272,28.405334,2867.403415
105,790,920.496356,271.837076,15.366685,2882.7701
106,419,925.724467,254.495645,18.112382,2900.882482
107,718,910.009368,238.889076,22.147896,2923.030378
108,811,921.742236,232.310187,13.451467,2936.481845
109,667,932.825007,221.735293,15.318492,2951.800337
110,944,935.157994,229.930056,8.520385,2960.320722
111,872,972.838936,229.02997,37.691691,2998.012413
112,684,975.9068,245.899879,17.146591,3015.159004
113,695,977.065715,254.388438,8.567306,3023.72631
114,452,964.473869,277.768053,26.554867,3050.281177
115,450,999.648337,302.175782,42.813321,3093.094498
116,774,969.576321,330.776636,41.501024,3134.595523
117,308,971.819552,365.13755,34.43406,3169.029583
118,189,984.445136,367.744866,12.891992,3181.921575
119,799,981.471649,413.410227,45.762068,3227.683643
120,38,991.957773,444.49992,32.810483,3260.494126
121,306,980.298902,443.41072,11.709639,3272.203765
122,237,961.173409,426.97587,25.216835,3297.4206
123,643,955.118242,454.04196,27.735144,3325.155744
124,381,912.788164,435.127736,46.3636,3371.519344
125,860,895.853897,416.018543,25.532933,3397.052277
126,548,900.228265,390.750104,25.64428,3422.696557
127,983,930.557471,362.02804,41.771015,3464.467572
128,689,894.863029,365.629082,35.875628,3500.3432
129,637,889.813909,371.10061,7.445215,3507.788415
130,838,884.998945,366.077801,6.957908,3514.746323
131,504,862.854909,341.311815,33.222167,3547.96849
132,608,855.178528,364.278453,24.215559,3572.184049
133,104,819.802587,322.234013,54.947176,3627.131225
134,990,837.444241,354.895496,37.121429,3664.252654
135,749,825.746453,381.758874,29.299818,3693.552472
136,734,819.771651,409.9853,28.851852,3722.404323
137,244,817.174486,434.027044,24.18162,3746.585943
138,370,798.381115,415.952997,26.074163,3772.660106
139,360,789.943989,444.145759,29.428166,3802.088272
140,561,800.848154,463.134083,21.896512,3823.984784
